Gazette Title,Gazette Volume,Gazette Release Number,Gazette Published Date,Claim Title Deed,Claim ERF Number / Address,Claim Reference ID,Claim Date
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T22426/1990,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T5466/1980,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T34920/1993,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T4786/1979,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T6125/1991,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T10798/1979,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T10908/1979,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T15323/1979,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T6384/1990,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T26789/1992,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T38729/1994,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T30908/1991,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T38729/1994,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T6880/1977,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T32030/1993,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,908,24600,2003-03-28,,"SITE IN ESIKHOBENI VILLAGE, COFTMVABA",6/2/2/D/1073/0/0/68,1998-09-04
Suid-Afrikaanse Staatskoerant,909,24600,2003-03-28,,"UNREGISTERED & UNSURVEYED SITE IN LUBISI, COFIMVABA",6/2/2/D/1073/0/0/32,1998-11-04
Suid-Afrikaanse Staatskoerant,911,24600,2003-03-28,,"FOUR COMMONAGES IN AMAHLUBINI ADMINISTRATIVE AREA NO 36 ST MARKS, COFIMVABA",6/2/2/D/1073/0/0/14,1996-12-10
Suid-Afrikaanse Staatskoerant,918,24600,2003-03-28,T7791/1965,,6/2/2/D/1073/0/0/45,1997-06-30
Suid-Afrikaanse Staatskoerant,919,24600,2003-03-28,T60258/1984,,6/2/3/D/88/649/1926/57,1999-12-11
Suid-Afrikaanse Staatskoerant,924,24600,2003-03-28,,"Location No 17, Mtshanyana (Nxalesa)",6/2/2/D/1073/0/0/38,1998-12-07
Suid-Afrikaanse Staatskoerant,925,24600,2003-03-28,,Farm Wapool No 493 also known as Gcirha Farm,6/2/2/D/1081/0/0/9,1998-10-01
Suid-Afrikaanse Staatskoerant,868,25012,2003-03-14,T20097/1981,,A 0744,1997-04-01
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,DU1000/800,MONTANA 603 JT The Remaining extent of Farm 603 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,685,25012,2003-03-14,T20110/1981,,A 0751,1995-10-24
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T715824/1965,MONTANA 603 JT  Portion 1,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,681,25012,2003-03-14,T23117/1974,,A 1091,1995-11-16
Suid-Afrikaanse Staatskoerant,1755,25106,2003-06-27,T9275/27,"Erf 12756 Goodwood, subsequently consolidated in Erf 29522 from which was deducted from Erf 29523 was deducted Erf 34126 which was laid out a Plan GP 10084/94 on which Erf 12756 was situated.",KRK 6/2/3/A/4/12314/0/811 (W62),2003-06-27
Suid-Afrikaanse Staatskoerant,1755,25106,2003-06-27,T4906/82,The said Erf 12756 is now represented by portions of Erven 34179 to 34494,KRK 6/2/3/A/4/12314/0/811 (W62),1996-04-15
Suid-Afrikaanse Staatskoerant,154,24318,2003-01-31,T9264/1984,Portion of Erf No. 1893,H 0071,1996-02-28
Suid-Afrikaanse Staatskoerant,652,42775,2019-10-18,,Portion 42 of the farm Kruys Fontein & Weltevreden No. 826,KRN6/2/2/E/42/0/0/562,1996-04-22
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 3,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,652,42775,2019-10-18,,Remainder of Portion 43 of the farm Kruys Fontein & Weltevreden No. 826,KRN6/2/2/E/42/0/0/562,1996-04-22
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 5,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 6,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,652,42775,2019-10-18,,Portion 62 of the farm Kruys Fontein & Weltevreden No. 826,KRN6/2/2/E/42/0/0/562,1996-04-22
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 10,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,652,42775,2019-10-18,,Portion 69 of the farm Kruys Fontein & Weltevreden No. 826,KRN6/2/2/E/42/0/0/562,1996-04-22
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 11,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 12,KRP 1433,2004-12-13
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 13,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,652,42775,2019-10-18,,Portion 79 of the farm Kruys Fontein & Weltevreden No. 826,KRN6/2/2/E/42/0/0/562,1996-04-22
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 16,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 17,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T4112/1980,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T21055/1996,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T5470/1980,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T12355/1987,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T24615/1992,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T30687/1988,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T21534/1987,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T5497/1980,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T1460/1981,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T10753/1980,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T29515/1984,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T30904/1991,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T4786/1979,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T5877/1979,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T7987/1989,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T13191/1979,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T13313/1979,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T14338/1979,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T17650/1989,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T21776/1993,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T21776/1993,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T26870/1989,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T10907/1979,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T10996/1979,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,907,24600,2003-03-28,T29578/1965,,6/2/2/D/83/0/0/4,1997-01-15
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T17536/1980,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T30908/1991,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,2031,25242,2003-08-01,T26789/1992,,NA,1999-02-05
Suid-Afrikaanse Staatskoerant,910,24600,2003-03-28,,"UNREGISTERED & UNSURVEYED SITE IN LUBISI, COFIMVABA",6/2/2/D/1073/0/0/32,1998-11-04
Suid-Afrikaanse Staatskoerant,912,24600,2003-03-28,,"PHELANDABA ADMINISTRATIVE AREA, HESRCHEL",6/2/2/D/1086/0/0/14,1998-12-15
Suid-Afrikaanse Staatskoerant,913,24600,2003-03-28,,"UNSPECIFIED SITE IN BEBEZA AREA, STERKSPRUIT",6/2/2/D/1086/0/0/13,1998-12-20
Suid-Afrikaanse Staatskoerant,914,24600,2003-03-28,,SITE NO 505 UPPER NCUNCUZO ADMINISTRATIVE AREA,6/2/2/D/1073/0/0/33,1998-11-28
Suid-Afrikaanse Staatskoerant,915,24600,2003-03-28,,"LOT NO 23 LOWER LUFUTHA LOCATION, GALA",6/2/2/D/1081/010/5,1998-11-25
Suid-Afrikaanse Staatskoerant,916,24600,2003-03-28,,"Unspecified land at Mthonjeni Village, Bengu Administrative Area",6/2/2/D/1097/0/0/17,1998-11-11
Suid-Afrikaanse Staatskoerant,917,24600,2003-03-28,,"FARM NO 21 called ""Ncapayi"", St Marks",6/2/2AD/1073/D/0/0/45,1997-06-30
Suid-Afrikaanse Staatskoerant,920,24600,2003-03-28,T60258/1984,,6/2/3/D/88/649/1926/57,1996-12-11
Suid-Afrikaanse Staatskoerant,921,24600,2003-03-28,T60258/1984,,6/2/3/D/88/649/1926/57,1996-12-11
Suid-Afrikaanse Staatskoerant,922,24600,2003-03-28,,Unsurveyed & Unregistered piece offarming land in Qumanco GxojeniAdministrative Area ,6/2/2/D/1073/0/0/39,1998-11-09
Suid-Afrikaanse Staatskoerant,923,24600,2003-03-28,,"Farm Milford NO 252, Wodehouse",6/2/2/D/83/0/0/15,1998-10-28
Suid-Afrikaanse Staatskoerant,926,24600,2003-03-28,,Lot No 1 St Marks,6/2/2/D/1073/0/0/11,1997-04-07
Suid-Afrikaanse Staatskoerant,927,24600,2003-03-28,,"Location NO 11 called Emnxe, Building Lot NO. 198",6/2/2/D/1081/0/0/11,1995-03-16
Suid-Afrikaanse Staatskoerant,928,24600,2003-03-28,,XALANGA,6/2/2/D/1097/0/0/13,1998-12-24
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T780135/1997,ANNOLSBURG 545 JT The Remaining extent of the Farm 545 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,684,25012,2003-03-14,T26995/1962,,A 0953,1996-02-07
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T715824/1965,MONTANA 603 JT Portion 2,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,683,25012,2003-03-14,T45371/1981,,A 0971,1995-11-20
Suid-Afrikaanse Staatskoerant,680,25012,2003-03-14,T30260/1959,,A 1111,1996-01-31
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T15824/1965,MONTANA 603 JT Portion 3,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T15824/1965,MONTANA 603 JT Portion 4,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T22115/1992,EMMENES 628 JT The Remaining extent of 628 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T135730/1998,EMMENES 628 JT Portion 1,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,586,24964,2003-03-07,T940211930,,KRP6/2/2/J/13/0/0/40 (19217),1996-01-10
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T1022/1932,EMMENES 628 JT Portion 2,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,587,24964,2003-03-07,T3817/1923,,W 0069,1998-06-26
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T33127/2002,EMMENES 628 JT Portion 2,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T475/1933,MORGENZON 699 JT The Remaining extent of Farm 699JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,590,24964,2003-03-07,,Stand No. 290 Nzwane Street,W 0083,1998-06-16
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T1983/1933,MORGENZON 699 JT Portion 1,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T15825/1965,LIBERTON601 JT The Remaining extent of the extent 625 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T135730/1998,LIBERTON601 JT Portion 1,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,1663,25079,2003-06-20,N/A,"Certain Lot No. 326 situated on 6""', Asiatic Bazaar Township .",II 278,1996-12-10
Suid-Afrikaanse Staatskoerant,154,24318,2003-01-31,T9264/1984,Portion of Erf No. 1893,H 0071,1996-02-28
Suid-Afrikaanse Staatskoerant,652,42775,2019-10-18,,Remainder of Portion 80 of the farm Kruys Fontein & Weltevreden No. 826,KRN6/2/2/E/42/0/0/562,1996-04-22
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 18,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,652,42775,2019-10-18,,Remainder of Portion 82 of the farm Kruys Fontein & Weltevreden No. 826,KRN6/2/2/E/42/0/0/562,1996-04-22
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 19,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,652,42775,2019-10-18,,Portion 88 of the farm Kruys Fontein & Weltevreden No. 826,KRN6/2/2/E/42/0/0/562,1996-04-22
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 21,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 22,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 24,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 25,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 25,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 26,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 27,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 30,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 31,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 32,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 35,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 37,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 94,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 97,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 83,KRP 1433,2004-12-30
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 79,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 76,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 74,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 72,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 71,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 68,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 67,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 66,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 62,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 59,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 52,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 51,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 50,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 47,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 45,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 44,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 43,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 42,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 40,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 39,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,2771,27047,2004-12-10,,PORTION 38,KRP 1433,2004-12-10
Suid-Afrikaanse Staatskoerant,25134,1773,2003-07-04,,Portion 368 of the farm Vaalkop & Dadelfontein ,KRN6/2/2/E/38/0/0/68,1998-12-28
Suid-Afrikaanse Staatskoerant,25134,1773,2003-07-04,,Portion 369 of the farm Vaalkop & Dadelfontein no 885,KRN6/2/2/E/38/0/0/68,1998-12-28
Suid-Afrikaanse Staatskoerant,25134,1773,2003-07-04,,portion 372 of the farm Vaalkop & Dadelfontein no 885,KRN6/2/2/E/38/0/0/68,1998-12-28
Suid-Afrikaanse Staatskoerant,25134,1773,2003-07-04,,Portion 402 of the farm Vaalkop & Dadelfontein ,KRN6/2/2/E/38/0/0/68,1998-12-28
Suid-Afrikaanse Staatskoerant,25134,1773,2003-07-04,,Portion 412 of the farm Vaalkop & Dadelfontein  no 885,KRN6/2/2/E/38/0/0/68,1998-12-28
Suid-Afrikaanse Staatskoerant,156,24318,2003-01-31,,792 Payneville,EE 081,2003-01-31
Suid-Afrikaanse Staatskoerant,156,24318,2003-01-31,,1567 Payneville,EE 088,2003-01-31
Suid-Afrikaanse Staatskoerant,25134,1773,2003-07-04,,Portion 416 of the farm  Vaalkop & Dadelfontein no 844,KRN6/2/2/E/38/0/0/68,1998-12-28
Suid-Afrikaanse Staatskoerant,156,24318,2003-01-31,,422 Payneville,EE 136,2003-01-31
Suid-Afrikaanse Staatskoerant,590,24964,2003-03-07,,LOCATION No. 31,6/2/2/D/92/0/0/8,1995-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T42800/1976,The Remaining extent of the extent 625 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T74629/1993,The Remaining extent of Farm 696 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T2215/1992,HILVERSUM 696 JT Portion 1,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T5930/1929,HILVERSUM 696 JT Portion 2,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T74629/1993,HILVERSUM 696 JT Portion 3, KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T153633/2001,HILVERSUM 696 JT Portion 4,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T83300/1988,HILVERSUM 696 JT Portion 5,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T8282/972,HILVERSUM 696 JT Portion 6,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T8283/972,HILVERSUM 696 JT Portion 7,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T57731/1992,HILVERSUM 696 JT Portion 8,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T57731/1992,HILVERSUM 696 JT Portion 9,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T84912/992,HILVERSUM 696 JT Portion 10,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T84912/992,HILVERSUM 696 JT Portion ,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T6637/1933,ZWARTKOP 604 JT The Remaining extent of Farm 604 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T33127/2002,ZWARTKOP 604 JT The Remaining extent of Farm 604 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T47127/1991,SUNNYMEAD FARM 600JT The Remaining extent of Farm 600 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T135730/1998,SUNNYMEAD FARM 600JT Portion 1,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T10497/1998,SUNNYMEAD FARM 600JT Portion 2,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T16181/2002,SUNNYMEAD FARM 600JT Portion 3,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T135730/1998,SUNNYMEAD FARM 600JT Portion 4,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T19241/1965,SUNNYMEAD FARM 600JT Portion 5,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T71468/1993,SUNNYMEAD FARM 600JT Portion 6,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T16181/2002,SUNNYMEAD FARM 600JT Portion 7,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T135730/1998,SUNNYMEAD FARM 600JT Portion 8,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T142156/1998,SUNNYMEAD FARM 600JT Portion 9, KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T16181/2002,SUNNYMEAD FARM 600JT Portion 10,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T16181/2002,SUNNYMEAD FARM 600JT Portion 11,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T5724/1929,.LILIENSTEIN 627 JT The Remaining extent of Farm  67 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T901/1932,LILIENSTEIN 627 JT Portion 1,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T594/1933,LILIENSTEIN 627 JT Portion 2,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T900/1932,WARTBURG624 JT The Remaining extent of Farm 624 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T10865/1977,WARTBURG624 JT  Portion 1,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T33127/2002,WARTBURG624 JT  The Remaining extent of Farm  624 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T8562/1932,DOORNSPRUIT 605 JT The Remaining extent of Farm 605 JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,7587,24924,2003-06-06,T1023/1932,STOLZENFELS 626 JT The Remaining extent of Farm 626  JT,KRP2323,2003-05-29
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf79172 Diep Rive,A138,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf 79467 Diep River,A304,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf 79417 Diep Rive,13298,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf 78523 Diep River,D152,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf 78454 Diep River,D200 ,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf78664 Diep Rive,D556 ,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf 79162 Diep Rive,G230,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,"Erven 80095, 80096, 80097 & 80098 Diep River",1473,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,41 of the Farm Sillery No. 1092 Constantia,J473,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,E678781 Diep Rive,K381 ,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf 78454 Diep River,L21,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf 78455 Diep River,M52 ,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf 71495 Diep Rive,Nit,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf 71495 Diep River,S781 ,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Erf 83245 Retreat,A87,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1759,1998-12-31,,Ervcn 75593 and 75994 Southfield,S56,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1760,1998-12-31,,7 Vincille Toulon Avenue Diep River,A355 ,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1760,1998-12-31,,3 Musgrave Road Diep River,A676,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1760,1998-12-31,,7 Musgrave Road Diep River,L357,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1760,1998-12-31,,Mayburg Road Diep River,P468,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1760,1998-12-31,,5 Harrow Road Diep Rivcr,S873,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1760,1998-12-31,,Sa Wicklow Road Plumstead,N292,1998-12-31
Suid-Afrikaanse Staatskoerant,25122,1772,2003-07-04,T18734/1982,Remaining of Portion 9 of the farm Uithoek  No 1079,KRN6/2/2/E/7/0/0/22,1996-03-22
Suid-Afrikaanse Staatskoerant,25122,1772,2003-07-04,T18734/1982,Remainder of Portion 5 of the farm Uithoek Nr. 1078,KRN6/2/2/E/7/0/0/22,1996-03-22
Suid-Afrikaanse Staatskoerant,650,42657,2019-08-23,T18956/2005,,KRN6/2/2/E/21/0/0/67,2001-09-07
